ra_bin_deg,dec_bin_deg,n_stars
67.0,-13.0,20029
67.0,-12.0,20910
67.0,-11.0,21951
67.0,-10.0,22837
67.0,-9.0,23507
67.0,-8.0,24635
67.0,-7.0,26308
67.0,-6.0,27365
67.0,-5.0,28386
67.0,-4.0,28891
67.0,-3.0,30430
67.0,-2.0,32018
67.0,-1.0,34298
67.0,0.0,36334
67.0,1.0,39381
67.0,2.0,45801
67.0,3.0,53118
67.0,4.0,62633
67.0,5.0,74600
67.0,6.0,91897
67.0,7.0,116446
67.0,8.0,155589
67.0,9.0,259971
67.0,10.0,377488
67.0,11.0,286079
67.0,12.0,116078
67.0,13.0,75916
67.0,14.0,44927
67.0,15.0,24451
67.0,16.0,11043
67.0,17.0,2580
68.0,-18.0,3592
68.0,-17.0,8465
68.0,-16.0,12246
68.0,-15.0,15728
68.0,-14.0,17378
68.0,-13.0,18435
68.0,-12.0,19223
68.0,-11.0,20399
68.0,-10.0,20510
68.0,-9.0,21587
68.0,-8.0,22015
68.0,-7.0,23246
68.0,-6.0,23956
68.0,-5.0,25021
68.0,-4.0,25699
68.0,-3.0,26803
68.0,-2.0,28229
68.0,-1.0,29519
68.0,0.0,31604
68.0,1.0,34202
68.0,2.0,38869
68.0,3.0,43890
68.0,4.0,50443
68.0,5.0,60512
68.0,6.0,75247
68.0,7.0,91224
68.0,8.0,118997
68.0,9.0,192225
68.0,10.0,296380
68.0,11.0,264015
68.0,12.0,108946
68.0,13.0,76702
68.0,14.0,55807
68.0,15.0,29054
68.0,16.0,11383
68.0,17.0,2624
69.0,-18.0,3523
69.0,-17.0,8153
69.0,-16.0,11791
69.0,-15.0,15158
69.0,-14.0,16252
69.0,-13.0,17360
69.0,-12.0,18133
69.0,-11.0,18495
69.0,-10.0,18862
69.0,-9.0,19593
69.0,-8.0,20290
69.0,-7.0,20498
69.0,-6.0,21315
69.0,-5.0,22192
69.0,-4.0,23228
69.0,-3.0,24083
69.0,-2.0,25191
69.0,-1.0,26214
69.0,0.0,27806
69.0,1.0,30210
69.0,2.0,32840
69.0,3.0,36288
69.0,4.0,39603
69.0,5.0,50307
69.0,6.0,62744
69.0,7.0,76388
69.0,8.0,100449
69.0,9.0,150300
69.0,10.0,242032
69.0,11.0,223456
69.0,12.0,118342
69.0,13.0,74044
69.0,14.0,63672
69.0,15.0,29872
69.0,16.0,11784
69.0,17.0,2559
70.0,-18.0,3510
70.0,-17.0,8028
70.0,-16.0,11870
70.0,-15.0,14465
70.0,-14.0,15586
70.0,-13.0,16352
70.0,-12.0,16851
70.0,-11.0,17479
70.0,-10.0,17548
70.0,-9.0,17805
70.0,-8.0,18200
70.0,-7.0,19299
70.0,-6.0,19874
70.0,-5.0,19874
70.0,-4.0,20895
70.0,-3.0,21942
70.0,-2.0,22627
70.0,-1.0,22986
70.0,0.0,24654
70.0,1.0,26582
70.0,2.0,29777
70.0,3.0,33432
70.0,4.0,38137
70.0,5.0,44072
70.0,6.0,53241
70.0,7.0,65626
70.0,8.0,88291
70.0,9.0,130788
70.0,10.0,202449
70.0,11.0,175220
70.0,12.0,146858
70.0,13.0,65096
70.0,14.0,58052
70.0,15.0,30334
70.0,16.0,11675
70.0,17.0,2616
71.0,-18.0,3480
71.0,-17.0,7936
71.0,-16.0,11807
71.0,-15.0,14161
71.0,-14.0,15008
71.0,-13.0,15569
71.0,-12.0,16104
71.0,-11.0,16216
71.0,-10.0,16224
71.0,-9.0,16779
71.0,-8.0,17239
71.0,-7.0,17695
71.0,-6.0,18181
71.0,-5.0,18934
71.0,-4.0,19595
71.0,-3.0,20024
71.0,-2.0,20822
71.0,-1.0,21547
71.0,0.0,23007
71.0,1.0,23542
71.0,2.0,26984
71.0,3.0,30422
71.0,4.0,33874
71.0,5.0,40447
71.0,6.0,48903
71.0,7.0,58824
71.0,8.0,80446
71.0,9.0,117857
71.0,10.0,178289
71.0,11.0,197699
71.0,12.0,177913
71.0,13.0,66461
71.0,14.0,63974
71.0,15.0,30929
71.0,16.0,12353
71.0,17.0,2811
